"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding","level_id","platform_code"
"452-1177","20711","Dubois","","51.116949","17.034212","","","0","","","0","",""
"452-1208","24311","Park Szczytnicki","","51.111547","17.083027","","","0","","","0","",""
"452-1217","26308","Gałczyńskiego","","51.054285","17.03225","","","0","","","0","",""
"452-1231","24507","Biskupin","","51.100989","17.108787","","","0","","","0","",""
"452-1232","11341","Uniwersytet Ekonomiczny","","51.089768","17.026732","","","0","","","0","",""
"452-1248","24101","Kromera","","51.132224","17.065149","","","0","","","0","",""
"452-1266","12537","Szybowcowa","","51.129388","16.965218","","","0","","","0","",""
"452-1267","11338","Jastrzębia","","51.084636","17.011207","","","0","","","0","",""
"452-1268","11337","Jastrzębia","","51.083724","17.010038","","","0","","","0","",""
"452-1286","24319","Moniuszki","","51.119431","17.08515","","","0","","","0","",""
"452-1289","20900","Ogród Botaniczny","","51.116901","17.05036","","","0","","","0","",""
"452-1334","31917010","Wilczyce - Sosnowa","","51.13149","17.168069","","","0","","","0","",""
"452-1335","31917009","Wilczyce - Sosnowa","","51.131635","17.168181","","","0","","","0","",""
"452-1336","18350","Owczarska","","51.151714","16.864684","","","0","","","0","",""
"452-1337","18349","Owczarska","","51.152759","16.863562","","","0","","","0","",""
"452-1343","11231","Uniwersytet Ekonomiczny","","51.089889","17.028667","","","0","","","0","",""
"452-1361","16406","Braterska","","51.067616","16.999554","","","0","","","0","",""
"452-1362","16405","Braterska","","51.067676","16.999209","","","0","","","0","",""
"452-1365","20630","Mosty Warszawskie","","51.128473","17.054579","","","0","","","0","",""
"452-1366","20629","Mosty Warszawskie","","51.128381","17.054643","","","0","","","0","",""
"452-1368","20826","Bujwida","","51.113634","17.067499","","","0","","","0","",""
"452-1371","24409","Chełmońskiego","","51.103757","17.090927","","","0","","","0","",""
"452-1397","11001","Dworzec Autobusowy","","51.097123","17.032644","","","0","","","0","",""
"452-1398","21002","Dworzec Autobusowy","","51.097464","17.032777","","","0","","","0","",""
"452-1409","11606","Fat","","51.094703","16.980939","","","0","","","0","",""
"452-1410","11605","Fat","","51.094767","16.980767","","","0","","","0","",""
"452-1411","11607","Fiołkowa","","51.092106","16.977491","","","0","","","0","",""
"452-1412","11608","Fiołkowa","","51.092295","16.977714","","","0","","","0","",""
"452-1413","11452","Gajowicka","","51.088176","17.005675","","","0","","","0","",""
"452-1414","11451","Gajowicka","","51.087979","17.00671","","","0","","","0","",""
"452-1419","10031","Galeria Dominikańska","","51.107611","17.039637","","","0","","","0","",""
"452-1420","10032","Galeria Dominikańska","","51.107696","17.039665","","","0","","","0","",""
"452-1421","24011","Gęsia","","51.131849","17.088166","","","0","","","0","",""
"452-1422","24012","Gęsia","","51.131892","17.087761","","","0","","","0","",""
"452-1428","20804","Górnickiego","","51.116335","17.055873","","","0","","","0","",""
"452-1431","18003","Grabowa","","51.139925","16.920935","","","0","","","0","",""
"452-1432","18004","Grabowa","","51.139775","16.921389","","","0","","","0","",""
"452-1716","16714","Słoneczna","","51.059746","16.974564","","","0","","","0","",""
"452-1755","18730","Małomicka","","51.166805","16.88673","","","0","","","0","",""
"452-1774","23023","Kamieńskiego","","51.139555","17.03176","","","0","","","0","",""
"452-1795","24501","Hala Stulecia","","51.10704","17.072832","","","0","","","0","",""
"452-1809","12509","Rękodzielnicza","","51.137046","16.957885","","","0","","","0","",""
"452-1813","10521","Szczepin","","51.117638","17.006484","","","0","","","0","",""
"452-1815","23723","Bagatela","","51.152763","17.069389","","","0","","","0","",""
"452-1877","26328","Ożynowa","","51.06495","17.00991","","","0","","","0","",""
"452-1882","26115","Park Brochowski","","51.063889","17.072492","","","0","","","0","",""
"452-1893","24141","Kromera","","51.132008","17.065775","","","0","","","0","",""
"452-1910","18375","Hartmana","","51.159949","16.877159","","","0","","","0","",""
"452-1934","61955006","Komorowice","","51.015543","17.000936","","","0","","","0","",""
"452-1971","25518","Opatowicka nr 127","","51.092184","17.132942","","","0","","","0","",""
"452-1984","120825","Bujwida","","51.113364","17.066794","","","0","","","0","",""
"452-2010","11368","Park Południowy","","51.07262","17.010744","","","0","","","0","",""
"452-2013","29321","Szewczenki","","51.141784","17.125469","","","0","","","0","",""
"452-2037","26306","Parafialna","","51.063157","17.032248","","","0","","","0","",""
"452-2039","26333","Parafialna","","51.062264","17.031216","","","0","","","0","",""
"452-2041","20623","Na Szańcach","","51.118902","17.042041","","","0","","","0","",""
"452-2116","120623","Na Szańcach","","51.118824","17.042042","","","0","","","0","",""
"452-2124","18336","Krajobrazowa","","51.12912","16.840418","","","0","","","0","",""
"452-2173","23154","Obornicka (Obwodnica)","","51.157053","17.010686","","","0","","","0","",""
"452-2175","23543","Poświęcka","","51.156515","17.034093","","","0","","","0","",""
"452-2176","23542","Poświęcka","","51.15603","17.033723","","","0","","","0","",""
"452-2179","92052015","Brzezina - Osiedle","","51.192163","16.833456","","","0","","","0","",""
"452-2235","23709","Przybyszewskiego","","51.140117","17.062967","","","0","","","0","",""
"452-2245","31917008","Wilczyce - Dębowa","","51.1301","17.1619","","","0","","","0","",""
"452-2253","31920016","Brzezia Łąka - cmentarz","","51.122567","17.238912","","","0","","","0","",""
"452-2262","12158","ROD Oświata","","51.101951","16.972802","","","0","","","0","",""
"452-2269","11334","Komandorska","","51.092358","17.023331","","","0","","","0","",""
"452-2273","29501","Zakrzowska","","51.15203","17.116564","","","0","","","0","",""
"452-2277","29516","ROD Pod Dębem","","51.153705","17.104445","","","0","","","0","",""
"452-2285","11327","Wielka","","51.092971","17.01943","","","0","","","0","",""
"452-2291","21179","ROD Bajki","","51.083019","17.03601","","","0","","","0","",""
"452-2300","26111","ROD Zgoda","","51.066058","17.059953","","","0","","","0","",""
"452-2303","29529","ROD Źródło Zdrowia","","51.151197","17.107705","","","0","","","0","",""
"452-2489","20932","Katedra","","51.113306","17.049847","","","0","","","0","",""
"452-1446","11603","Hutmen","","51.096127","16.985988","","","0","","","0","",""
"452-1453","20626","Jedności Narodowej","","51.121549","17.043457","","","0","","","0","",""
"452-1466","24205","Karłowicza","","51.116914","17.086059","","","0","","","0","",""
"452-1467","24206","Karłowicza","","51.117046","17.08646","","","0","","","0","",""
"452-1474","23018","Kępińska","","51.144205","17.031075","","","0","","","0","",""
"452-1475","23017","Kępińska","","51.144219","17.031233","","","0","","","0","",""
"452-1496","11215","Krzyki","","51.074736","17.007089","","","0","","","0","",""
"452-1497","11216","Krzyki","","51.074861","17.007228","","","0","","","0","",""
"452-1510","12204","Małopanewska","","51.123666","16.987739","","","0","","","0","",""
"452-1511","12203","Małopanewska","","51.123894","16.987467","","","0","","","0","",""
"452-1527","20628","Nowowiejska","","51.124239","17.044891","","","0","","","0","",""
"452-1528","20627","Nowowiejska","","51.124361","17.045133","","","0","","","0","",""
"452-1542","10244","pl. Legionów","","51.104356","17.021615","","","0","","","0","",""
"452-1552","10256","pl. Orląt Lwowskich","","51.107507","17.022272","","","0","","","0","",""
"452-1553","10255","pl. Orląt Lwowskich","","51.10778","17.022131","","","0","","","0","",""
"452-1580","10402","PL. Jana Pawła Ii","","51.111894","17.020697","","","0","","","0","",""
"452-1581","10401","PL. Jana Pawła Ii","","51.112085","17.020488","","","0","","","0","",""
"452-1593","10602","Pomorska","","51.117234","17.031756","","","0","","","0","",""
"452-1596","10654","Pomorska","","51.118058","17.03056","","","0","","","0","",""
"452-1610","20814","Reja","","51.112449","17.056866","","","0","","","0","",""
"452-1615","10005","Rynek","","51.111203","17.026948","","","0","","","0","",""
"452-1616","10004","Rynek","","51.109768","17.026714","","","0","","","0","",""
"452-1617","10003","Rynek","","51.111048","17.026964","","","0","","","0","",""
"452-1628","24207","Stadion Olimpijski","","51.116875","17.089897","","","0","","","0","",""
"452-1630","11404","Stalowa","","51.099666","17.001652","","","0","","","0","",""
"452-1635","10414","Śrubowa","","51.111769","17.001679","","","0","","","0","",""
"452-1643","24407","Tramwajowa","","51.104328","17.084212","","","0","","","0","",""
"452-1644","24408","Tramwajowa","","51.104467","17.08467","","","0","","","0","",""
"452-1684","24416","Biskupin","","51.101257","17.109142","","","0","","","0","",""
"452-1703","31453018","Bąków","","51.211935","17.159462","","","0","","","0","",""
"452-1753","120822","most Grunwaldzki","","51.110136","17.055093","","","0","","","0","",""
"452-1762","25514","Zalewowa","","51.090809","17.134573","","","0","","","0","",""
"452-1800","23102","most Osobowicki","","51.133023","17.026184","","","0","","","0","",""
"452-1820","29505","Przedwiośnie (Stacja kolejowa)","","51.160427","17.122417","","","0","","","0","",""
"452-1852","41930008","Chrząstawa Mała - most","","51.087507","17.288591","","","0","","","0","",""
"452-1869","20610","Dworzec Nadodrze","","51.124314","17.035033","","","0","","","0","",""
"452-1871","120610","Dworzec Nadodrze","","51.124339","17.03512","","","0","","","0","",""
"452-2490","12129","Kołobrzeska","","51.121986","16.947542","","","0","","","0","",""
"452-2492","17725","Szkoła Żerniki","","51.121401","16.925068","","","0","","","0","",""
"452-2496","2","Zajezdnia Ołbin","","51.123839","17.041044","","","0","","","0","",""
"452-2505","29119","Psie Pole (Stacja kolejowa)","","51.15058","17.12055","","","0","","","0","",""
"452-2515","17513","Rdestowa","","51.111275","16.888058","","","0","","","0","",""
"452-2527","21131","Gaj","","51.076901","17.041932","","","0","","","0","",""
"452-2536","25011","Głubczycka","","51.08016","17.08001","","","0","","","0","",""
"452-2539","25319","Ziemniaczana","","51.053719","17.092617","","","0","","","0","",""
"452-2543","11242","Park Południowy","","51.072671","17.014478","","","0","","","0","",""
"452-2555","21036","Uniwersytet Ekonomiczny","","51.089402","17.029191","","","0","","","0","",""
"452-2665","726952","Wysoka","","51.046082","17.012974","","","0","","","0","",""
"452-2696","29319","Inflancka","","51.142398","17.129781","","","0","","","0","",""
"452-2727","10406","pl. Strzegomski (Muzeum Współczesne)","","51.112928","17.00772","","","0","","","0","",""
"452-2734","11377","Pułtuska","","51.074774","17.016179","","","0","","","0","",""
"452-2736","11240","Pułtuska","","51.073937","17.015718","","","0","","","0","",""
"452-2742","10052","Park Staromiejski","","51.104999","17.037106","","","0","","","0","",""
"452-2746","24717","Wojnów","","51.097327","17.163435","","","0","","","0","",""
"452-2748","24136","Olsztyńska","","51.139386","17.095103","","","0","","","0","",""
"452-2771","29121","Psie Pole (Gorlicka)","","51.145839","17.113717","","","0","","","0","",""
"452-2772","20925","PL. Grunwaldzki","","51.112714","17.065049","","","0","","","0","",""
"452-2777","17517","Graniczna (Strachowicka)","","51.111018","16.898227","","","0","","","0","",""
"452-2784","23110","most Milenijny","","51.136669","17.000407","","","0","","","0","",""
"452-2791","23170","Kamieńskiego (Szpital)","","51.148294","17.042744","","","0","","","0","",""
"452-2794","21157","Nyska","","51.082885","17.054905","","","0","","","0","",""
"452-2817","10233","Arkady (Capitol)","","51.101652","17.02926","","","0","","","0","",""
"452-2819","10270","Arkady (Capitol)","","51.101391","17.028699","","","0","","","0","",""
"452-2822","10026","pl. Nowy Targ","","51.110407","17.039026","","","0","","","0","",""
"452-2849","18330","Ratyń - skrzyżowanie","","51.130285","16.847662","","","0","","","0","",""
"452-2858","21171","Orzechowa","","51.082957","17.041804","","","0","","","0","",""
"452-2869","17726","Szkoła Żerniki","","51.121192","16.926859","","","0","","","0","",""
"452-2871","29551","Pawłowicka","","51.169606","17.113208","","","0","","","0","",""
"452-2883","120625","Jedności Narodowej","","51.12102","17.04326","","","0","","","0","",""
"452-2920","21158","Złotostocka","","51.077327","17.061826","","","0","","","0","",""
"452-2955","25307","Chińska","","51.060885","17.081757","","","0","","","0","",""
"452-2999","18117","Fieldorfa (Szpital)","","51.144426","16.90703","","","0","","","0","",""
"452-3006","18016","Kosmonautów (Szpital)","","51.141738","16.906053","","","0","","","0","",""
"452-977","20916","PL. Grunwaldzki","","51.112459","17.060828","","","0","","","0","",""
"452-979","18520","Warmińska","","51.146475","16.9402","","","0","","","0","",""
"452-980","18519","Warmińska","","51.146736","16.938366","","","0","","","0","",""
"452-982","11330","Arena","","51.095028","17.027261","","","0","","","0","",""
"452-993","18518","Brodzka","","51.157647","16.92164","","","0","","","0","",""
"452-1012","20723","Damrota","","51.126489","17.054876","","","0","","","0","",""
"452-1015","18306","Krępicka - szkoła","","51.150013","16.860449","","","0","","","0","",""
"452-1027","24122","Działdowska","","51.133159","17.105794","","","0","","","0","",""
"452-1028","24121","Działdowska","","51.133172","17.105438","","","0","","","0","",""
"452-1036","31341009","Szczodre - Szkoła","","51.198113","17.189611","","","0","","","0","",""
"452-1039","21127","Krynicka","","51.079407","17.050349","","","0","","","0","",""
"452-1046","25145","Blizanowicka","","51.075884","17.092762","","","0","","","0","",""
"452-1071","16500","Skarbowców","","51.067157","16.991765","","","0","","","0","",""
"452-1083","31341003","Budziwojowice","","51.22309","17.187981","","","0","","","0","",""
"452-1123","90336009","Wilkszyn - Polna","","51.18862","16.866526","","","0","","","0","",""
"452-1132","18334","Las Ratyński","","51.123275","16.833023","","","0","","","0","",""
"452-1136","17507","Graniczna","","51.108718","16.909204","","","0","","","0","",""
"452-1139","18537","Dworska","","51.143778","16.952978","","","0","","","0","",""
"452-1149","17304","Muchobór Wielki","","51.098925","16.941553","","","0","","","0","",""
"452-1151","11706","Fat","","51.094628","16.981262","","","0","","","0","",""
"452-1152","18524","Turoszowska","","51.152771","16.94731","","","0","","","0","",""
"452-1156","11530","Żelazna","","51.096128","17.012496","","","0","","","0","",""
"452-1165","23145","Bezpieczna","","51.142459","17.025678","","","0","","","0","",""
"452-1190","29303","Zgorzelisko","","51.138373","17.13132","","","0","","","0","",""
"452-1196","31341013","Szczodre - Trzebnicka","","51.190362","17.184194","","","0","","","0","",""
"452-1199","31341007","Szczodre - stawy","","51.204307","17.204474","","","0","","","0","",""
"452-1200","31341002","Budziwojowice","","51.222885","17.188114","","","0","","","0","",""
"452-1204","31912003","Dąbrowica","","51.217488","17.216825","","","0","","","0","",""
"452-1209","24523","Chełmońskiego","","51.103652","17.090948","","","0","","","0","",""
"452-1212","24720","Kmieca","","51.105233","17.14574","","","0","","","0","",""
"452-1229","25110","Armii Krajowej","","51.087834","17.068307","","","0","","","0","",""
"452-1233","11372","Uniwersytet Ekonomiczny","","51.090082","17.02918","","","0","","","0","",""
"452-1239","12153","Wrocławski Park Technologiczny","","51.105064","16.970748","","","0","","","0","",""
"452-1246","29518","Białych Goździków","","51.156803","17.100947","","","0","","","0","",""
"452-1247","29519","Białych Goździków","","51.156927","17.099318","","","0","","","0","",""
"452-1249","21151","Tarnogaj","","51.077792","17.06467","","","0","","","0","",""
"452-1273","10108","Rynek","","51.109408","17.026476","","","0","","","0","",""
"452-1878","26113","Tunelowa","","51.064878","17.065484","","","0","","","0","",""
"452-1879","26114","Tunelowa","","51.065128","17.064696","","","0","","","0","",""
"452-1892","24111","Kromera","","51.131765","17.065207","","","0","","","0","",""
"452-1899","24005","Kromera","","51.132357","17.065859","","","0","","","0","",""
"452-1902","24202","Kochanowskiego","","51.115119","17.073451","","","0","","","0","",""
"452-1903","24201","Kochanowskiego","","51.115063","17.073617","","","0","","","0","",""
"452-1963","17104","Wiejska","","51.077636","16.963916","","","0","","","0","",""
"452-1964","17113","Adamieckiego","","51.073283","16.963653","","","0","","","0","",""
"452-1970","25519","Opatowicka nr 127","","51.091928","17.133033","","","0","","","0","",""
"452-1981","12302","Niedźwiedzia","","51.121159","16.993477","","","0","","","0","",""
"452-1997","111404","Stalowa","","51.09966","17.001592","","","0","","","0","",""
"452-1998","11504","Stalowa","","51.098963","17.001333","","","0","","","0","",""
"452-2018","23167","Gąsiorowskiego","","51.143855","17.039754","","","0","","","0","",""
"452-2019","23168","Gąsiorowskiego","","51.143859","17.039499","","","0","","","0","",""
"452-2023","18534","Suwalska","","51.151772","16.927154","","","0","","","0","",""
"452-2024","18535","Suwalska","","51.152251","16.926818","","","0","","","0","",""
"452-2034","20622","pl. Bema","","51.116663","17.041713","","","0","","","0","",""
"452-2036","26303","Wojszyce","","51.065397","17.032225","","","0","","","0","",""
"452-2076","31908003","Bierzyce - wieś","","51.238404","17.184872","","","0","","","0","",""
"452-2132","21025","Krynicka","","51.079689","17.050503","","","0","","","0","",""
"452-2140","23311","Lipska","","51.145072","16.987341","","","0","","","0","",""
"452-2151","31922001","Kiełczów - Rzeczna","","51.129859","17.174752","","","0","","","0","",""
"452-2152","31922002","Kiełczów - Rzeczna","","51.129395","17.174612","","","0","","","0","",""
"452-2267","11331","Epi","","51.097889","17.029531","","","0","","","0","",""
"452-2276","29512","Zakrzowska","","51.150743","17.115837","","","0","","","0","",""
"452-2278","29515","ROD Pod Dębem","","51.154337","17.104671","","","0","","","0","",""
"452-2286","29114","Dobroszycka","","51.151344","17.126671","","","0","","","0","",""
"452-2289","21178","ROD Bajki","","51.083424","17.034074","","","0","","","0","",""
"452-2302","29528","ROD Źródło Zdrowia","","51.150686","17.108579","","","0","","","0","",""
"452-2361","12611","Górnicza","","51.140198","16.959451","","","0","","","0","",""
"452-2362","12612","Górnicza","","51.139988","16.959711","","","0","","","0","",""
"452-2369","21027","Morwowa","","51.076888","17.050646","","","0","","","0","",""
"452-2375","29116","Psie Pole (Stacja kolejowa)","","51.149544","17.118948","","","0","","","0","",""
"452-2482","18705","Główna","","51.163401","16.895814","","","0","","","0","",""
"452-2506","29120","Psie Pole (Stacja kolejowa)","","51.14964","17.119614","","","0","","","0","",""
"452-2528","21132","Gaj","","51.077157","17.039776","","","0","","","0","",""
"452-1277","120821","most Grunwaldzki","","51.110133","17.055573","","","0","","","0","",""
"452-1305","20730","Mosty Warszawskie","","51.128383","17.053843","","","0","","","0","",""
"452-1306","12149","Szkocka","","51.109144","16.968553","","","0","","","0","",""
"452-1307","12530","Gądowianka","","51.120167","16.973023","","","0","","","0","",""
"452-1308","12533","Gądowianka","","51.119235","16.971086","","","0","","","0","",""
"452-1315","120632","Daszyńskiego","","51.12674","17.048352","","","0","","","0","",""
"452-1318","23146","Bezpieczna","","51.14136","17.026376","","","0","","","0","",""
"452-1319","23727","Sołtysowicka","","51.142452","17.070913","","","0","","","0","",""
"452-1320","23728","Sołtysowicka","","51.143815","17.071353","","","0","","","0","",""
"452-1331","16713","Marcepanowa","","51.061758","16.975811","","","0","","","0","",""
"452-1345","11658","Aleja Pracy","","51.091385","16.986702","","","0","","","0","",""
"452-1346","11657","Aleja Pracy","","51.091753","16.985259","","","0","","","0","",""
"452-1354","12405","Bajana","","51.130728","16.967179","","","0","","","0","",""
"452-1356","23009","Bałtycka","","51.137015","17.029815","","","0","","","0","",""
"452-1358","24415","Biskupin","","51.10103","17.109448","","","0","","","0","",""
"452-1373","24203","Chopina","","51.116737","17.081625","","","0","","","0","",""
"452-1374","24204","Chopina","","51.116878","17.081995","","","0","","","0","",""
"452-1383","12402","DH Astra","","51.127963","16.976231","","","0","","","0","",""
"452-1384","12401","DH Astra","","51.128138","16.976058","","","0","","","0","",""
"452-1423","18002","Glinianki","","51.137924","16.936373","","","0","","","0","",""
"452-1424","18001","Glinianki","","51.138064","16.934989","","","0","","","0","",""
"452-1430","10245","Grabiszyńska","","51.102421","17.013645","","","0","","","0","",""
"452-1433","20808","Grunwaldzka","","51.115021","17.067733","","","0","","","0","",""
"452-1434","20807","Grunwaldzka","","51.115134","17.066762","","","0","","","0","",""
"452-1438","10024","Hala Targowa","","51.112661","17.03941","","","0","","","0","",""
"452-1451","16408","Sąsiedzka","","51.066744","16.994654","","","0","","","0","",""
"452-1452","16407","Sąsiedzka","","51.066601","16.993601","","","0","","","0","",""
"452-1455","18012","Jeleniogórska","","51.145192","16.878428","","","0","","","0","",""
"452-1456","18011","Jeleniogórska","","51.145335","16.878029","","","0","","","0","",""
"452-1461","21012","Kamienna","","51.086302","17.046828","","","0","","","0","",""
"452-1464","23016","Kamieńskiego","","51.140747","17.032134","","","0","","","0","",""
"452-1465","23015","Kamieńskiego","","51.140977","17.032222","","","0","","","0","",""
"452-1471","20811","Katedra","","51.113444","17.050218","","","0","","","0","",""
"452-1472","20809","Katedra","","51.114217","17.050458","","","0","","","0","",""
"452-1476","24007","Kętrzyńska","","51.130878","17.074482","","","0","","","0","",""
"452-1484","16410","Klecina","","51.065669","16.98735","","","0","","","0","",""
"452-1485","16409","Klecina","","51.065475","16.986768","","","0","","","0","",""
"452-3009","18115","Kosmonautów (Szpital)","","51.14248","16.906008","","","0","","","0","",""
"452-3016","23517","Rzemieślnicza","","51.171446","17.004704","","","0","","","0","",""
"452-3020","25122","Sosnowiecka","","51.070659","17.091546","","","0","","","0","",""
"452-3054","17316","Trawowa","","51.09727","16.949391","","","0","","","0","",""
"452-3069","23312","Witkowska","","51.148404","16.988922","","","0","","","0","",""
"452-3074","26330","Husarska","","51.060202","17.001207","","","0","","","0","",""
"452-3075","90000002","Brzezina - Kościół","","51.202332","16.832765","","","0","","","0","",""
"452-3100","10017","Zamkowa","","51.108031","17.02935","","","0","","","0","",""
"452-3125","23022","Poświętne","","51.150208","17.028705","","","0","","","0","",""
"452-3130","18525","Rędzińska","","51.157388","16.948876","","","0","","","0","",""
"452-3134","25309","Brochów","","51.05897","17.086476","","","0","","","0","",""
"452-3139","11313","Krzyki","","51.074855","17.006232","","","0","","","0","",""
"452-3201","11618","Oporów","","51.084319","16.972159","","","0","","","0","",""
"452-3225","24130","Kowalska 56","","51.136475","17.097402","","","0","","","0","",""
"452-3226","25517","Opatowicka nr 59","","51.095086","17.115921","","","0","","","0","",""
"452-3228","18005","Kamiennogórska (Ośrodek dla niewidomych)","","51.142629","16.899725","","","0","","","0","",""
"452-3240","24119","Kowale","","51.128963","17.101838","","","0","","","0","",""
"452-3265","23103","Serbska (C.K. Agora)","","51.133896","17.019646","","","0","","","0","",""
"452-3369","50000040","Iwiny - Kolejowa","","51.040432","17.075214","","","0","","","0","",""
"452-3384","10240","Narodowe Forum Muzyki","","51.107945","17.026647","","","0","","","0","",""
"452-3412","12539","Bulwar Dedala","","51.126787","16.962999","","","0","","","0","",""
"452-3421","29129","Psie Pole (Rondo Lotników Polskich)","","51.147806","17.114933","","","0","","","0","",""
"452-3454","11524","Krucza (Mielecka)","","51.093256","17.002492","","","0","","","0","",""
"452-3459","24212","Godebskiego (AWF Wrocław)","","51.113941","17.097992","","","0","","","0","",""
"452-3470","90336011","Wilkszyn - Miłoszyn","","51.182721","16.872501","","","0","","","0","",""
"452-3480","90336006","Pisarzowice - Odrzańska","","51.205239","16.852561","","","0","","","0","",""
"452-3483","90336008","Pisarzowice - Graniczna","","51.196823","16.854994","","","0","","","0","",""
"452-3487","11547","Rymarska","","51.079323","16.991258","","","0","","","0","",""
"452-3520","20269","Dworzec Główny","","51.099627","17.035162","","","0","","","0","",""
"452-3523","10268","Dworzec Główny","","51.100002","17.035309","","","0","","","0","",""
"452-3532","121004","Joannitów","","51.09409","17.033848","","","0","","","0","",""
"452-3538","23566","Tymiankowa","","51.175789","16.993669","","","0","","","0","",""
"452-3547","12906","Kuźniki","","51.123497","16.951128","","","0","","","0","",""
"452-3549","24729","Gospodarska","","51.118338","17.123931","","","0","","","0","",""
"452-3560","11405","pl. Srebrny","","51.098485","16.996132","","","0","","","0","",""
"452-3570","17137","Bukowskiego","","51.076707","16.977361","","","0","","","0","",""
"452-1494","24015","Kowale","","51.127814","17.102192","","","0","","","0","",""
"452-1500","24009","Kwidzyńska","","51.131555","17.079655","","","0","","","0","",""
"452-1506","23002","most Osobowicki","","51.133047","17.02754","","","0","","","0","",""
"452-1507","23001","most Osobowicki","","51.133164","17.026352","","","0","","","0","",""
"452-1522","20206","Na Niskich Łąkach","","51.096254","17.056571","","","0","","","0","",""
"452-1531","11651","Ojca Beyzyma","","51.090369","16.993319","","","0","","","0","",""
"452-1532","11652","Ojca Beyzyma","","51.090416","16.992441","","","0","","","0","",""
"452-1535","11213","Orla","","51.080104","17.008029","","","0","","","0","",""
"452-1541","10271","pl. Legionów","","51.104163","17.022544","","","0","","","0","",""
"452-1550","10274","pl. Orląt Lwowskich","","51.107299","17.021443","","","0","","","0","",""
"452-1551","10273","pl. Orląt Lwowskich","","51.107374","17.021568","","","0","","","0","",""
"452-1562","11241","Park Południowy","","51.072618","17.013673","","","0","","","0","",""
"452-1567","11402","Pereca","","51.101117","17.007988","","","0","","","0","",""
"452-1571","20854","Piastowska","","51.115366","17.060878","","","0","","","0","",""
"452-1572","12409","Pilczyce","","51.136093","16.950451","","","0","","","0","",""
"452-1573","12410","Pilczyce","","51.135948","16.950539","","","0","","","0","",""
"452-1578","10452","PL. Jana Pawła Ii","","51.112134","17.022229","","","0","","","0","",""
"452-1579","10451","PL. Jana Pawła Ii","","51.112224","17.022531","","","0","","","0","",""
"452-1600","21010","Prudnicka","","51.090047","17.044816","","","0","","","0","",""
"452-1605","20266","Pułaskiego","","51.098194","17.043025","","","0","","","0","",""
"452-1606","20265","Pułaskiego","","51.098299","17.042956","","","0","","","0","",""
"452-1611","11206","Rondo","","51.09069","17.017124","","","0","","","0","",""
"452-1623","20666","Słowiańska","","51.123542","17.040217","","","0","","","0","",""
"452-1624","20684","Słowiańska","","51.12407","17.042823","","","0","","","0","",""
"452-1625","20665","Słowiańska","","51.123627","17.04135","","","0","","","0","",""
"452-1666","20670","Wyszyńskiego","","51.121919","17.052942","","","0","","","0","",""
"452-1667","20669","Wyszyńskiego","","51.122324","17.05187","","","0","","","0","",""
"452-1671","18008","Złotnicka","","51.143759","16.889999","","","0","","","0","",""
"452-1672","18007","Złotnicka","","51.143873","16.889798","","","0","","","0","",""
"452-1673","24403","Zoo","","51.105614","17.077418","","","0","","","0","",""
"452-1674","24404","Zoo","","51.105561","17.077898","","","0","","","0","",""
"452-1680","20616","Dworzec Nadodrze","","51.124841","17.034816","","","0","","","0","",""
"452-1688","10104","Rynek","","51.111972","17.027217","","","0","","","0","",""
"452-1689","25013","Księże Małe","","51.077642","17.083482","","","0","","","0","",""
"452-1750","20855","PL. Grunwaldzki","","51.111141","17.061193","","","0","","","0","",""
"452-1751","20816","PL. Grunwaldzki","","51.111157","17.061465","","","0","","","0","",""
"452-1767","20634","Nowowiejska","","51.123917","17.044153","","","0","","","0","",""
"452-3573","20352","Dworzec Autobusowy","","51.097042","17.037265","","","0","","","0","",""
"452-3596","30098010","Mirków - Jagiellońska","","51.168129","17.164575","","","0","","","0","",""
"452-3598","30098012","Mirków - Sportowa","","51.163656","17.157104","","","0","","","0","",""
"452-3603","30368003","Długołęka - Kasztanowa","","51.177693","17.18808","","","0","","","0","",""
"452-3605","30368001","Długołęka - Wiejska","","51.17477","17.177211","","","0","","","0","",""
"452-3612","31920003","Kiełczów - Biedronka","","51.142678","17.166565","","","0","","","0","",""
"452-3618","31918008","Kamień - skrzy.","","51.166881","17.219747","","","0","","","0","",""
"452-3628","30368007","Byków - Ogrodowa","","51.192039","17.240011","","","0","","","0","",""
"452-3645","31371007","Siedlec - Wrocławska/szkoła","","51.230298","17.1148","","","0","","","0","",""
"452-3647","31371012","Pasikurowice - Energetyczna","","51.214124","17.109812","","","0","","","0","",""
"452-3650","31371013","Pasikurowice - cmentarz","","51.204325","17.100982","","","0","","","0","",""
"452-3663","31341005","Łosice - plac zabaw","","51.216894","17.203705","","","0","","","0","",""
"452-3709","31453015","Łozina - skrzy.","","51.23244","17.175292","","","0","","","0","",""
"452-3710","31453014","Łozina - Milicka/poczta","","51.233351","17.177644","","","0","","","0","",""
"452-3712","31453012","Łozina - Milicka/szkoła","","51.234852","17.181238","","","0","","","0","",""
"452-3720","32912001","Pruszowice","","51.188625","17.134179","","","0","","","0","",""
"452-3735","31371010","Pasikurowice - Wrocławska (na wys. nr 14)","","51.215018","17.110616","","","0","","","0","",""
"452-3759","21107","Działkowa","","51.077753","17.033828","","","0","","","0","",""
